Season_Year,GameKey,PlayID,GSISID,Role
2016,258,3672,29193,PLR
2016,258,3037,29193,PLR
2016,258,3445,29193,PLR
2016,106,1719,29193,PLR
2016,322,2968,29193,PLR
2016,322,234,29193,PLR
2016,117,1544,29193,PLR
2016,11,339,29560,VLo
2016,23,752,29560,VLo
2016,23,1067,29560,VLo
2016,250,1387,29250,PRT
2016,250,2172,29250,PRT
2016,250,3520,29250,PRT
2016,250,741,29250,PRT
2016,250,482,29250,PRT
2016,250,3880,29250,PRT
2016,250,356,29250,PDL2
2016,250,3853,29250,PRT
2016,250,3388,29250,PDL3
2016,250,3702,29250,PLR2
2016,250,2981,29250,PDR2
2016,250,2043,29250,PDR2
2016,250,574,29250,PDL3
2016,250,1125,29250,PDL2
2016,241,143,29250,PRT
2016,241,740,29250,PRT
2016,241,489,29250,PRT
2016,241,2976,29250,PRT
2016,241,2789,29250,PDR3
2016,241,3596,29250,PDR2
2016,241,2221,29250,PDR2
2016,241,602,29250,PLL
2016,223,2749,29250,PRT
2016,223,3439,29250,PRT
2016,223,1045,29250,PDL3
2016,223,110,29250,PDL3
2016,223,2470,29250,PDR2
2016,223,1854,29250,PDL4
2016,223,3817,29250,PDR2
2016,223,2930,29250,PDL4
2016,223,3349,29250,PDR2
2016,223,3529,29250,PDR2
2016,12,556,29250,PLT
2016,12,859,29250,PLT
2016,223,1281,29250,PRT
2016,223,1707,29250,PRT
2016,223,2307,29250,PRT
2016,211,985,29250,PRT
2016,211,1612,29250,PDR4
2016,211,592,29250,PRT
2016,211,2356,29250,PDR3
2016,12,209,29250,PLT
2016,170,131,29250,PDR3
2016,170,776,29250,PDR3
2016,170,806,29250,PDL3
2016,170,3304,29250,PDR3
2016,170,3677,29250,PDL3
2016,170,1838,29250,PRT
2016,170,1442,29250,PRT
2016,170,3765,29250,PRT
2016,170,3527,29250,PRT
2016,170,2306,29250,PRT
2016,176,1349,29250,PRT
2016,176,1249,29250,PDL2
2016,176,896,29250,PDL3
2016,176,1622,29250,PDL3
2016,176,1723,29250,PRT
2016,176,2975,29250,PDL2
2016,176,4782,29250,PRT
2016,327,314,29250,PDR3
2016,327,118,29250,PDL3
2016,327,2878,29250,PRT
2016,327,3581,29250,PRT
2016,327,2175,29250,PRT
2016,327,1646,29250,PRT
2016,327,1380,29250,PRT
2016,327,220,29250,PRT
2016,331,392,29250,PRT
2016,331,3517,29250,PRT
2016,331,2697,29250,PLM
2016,120,2753,29250,PRT
2016,120,3297,29250,PRT
2016,120,2726,29250,PRT
2016,327,1478,29250,PLR2
2016,327,984,29250,PLR2
2016,120,667,29250,PRT
2016,120,157,29250,PRT
2016,120,2011,29250,PRT
2016,327,3770,29250,PDR3
2016,327,3209,29250,PLR2
2016,327,1729,29250,PDR3
2016,327,2288,29250,PLR2
2016,310,2772,29250,PRT
2016,310,3101,29250,PRT
2016,310,479,29250,PDR2
2016,310,3770,29250,PRT
2016,98,3155,29250,PRT
2016,98,4002,29250,PRT
2016,98,3617,29250,PRT
2016,310,3672,29250,PLR1
2016,310,2657,29250,PDR2
2016,310,1108,29250,PDR2
2016,98,1195,29250,PRT
2016,98,1621,29250,PRT
2016,98,2809,29250,PRT
2016,98,297,29250,PRT
2016,332,4218,29250,PDL3
2016,332,3764,29250,PDL3
2016,332,3031,29250,PDL3
2016,332,2983,29250,PDL3
2016,332,1010,29250,PRT
2016,332,2260,29250,PRT
2016,332,2109,29250,PDL3
2016,332,601,29250,PDL2
2016,332,476,29250,PRT
2016,332,125,29250,PRT
2016,332,246,29250,PDL3
2016,273,3593,29250,PDR2
2016,273,2970,29250,PDR2
2016,273,2639,29250,PDR2
2016,273,1357,29250,PDR2
2016,273,1384,29250,PDR2
2016,273,2165,29250,PDR2
2016,273,268,29250,PDR1
2016,273,384,29250,PRT
2016,273,120,29250,PRT
2016,273,688,29250,PRT
2016,273,2320,29250,PRT
2016,273,3352,29250,PRT
2016,273,3687,29250,PRT
2016,286,340,29250,PDR2
2016,286,122,29250,PRT
2016,87,1239,29250,PRT
2016,87,1212,29250,PRT
2016,87,2063,29250,PRT
2016,87,3130,29250,PRT
2016,87,3561,29250,PRT
2016,286,2198,29250,PRT
2016,286,3017,29250,PRT
2016,79,2084,29250,PRT
2016,286,1955,29250,PRT
2016,79,1787,29250,PRT
2016,286,818,29250,PRT
2016,286,441,29250,PRT
2016,286,3226,29250,PRT
2016,286,1649,29250,PLL
2016,286,2097,29250,PDR2
2016,286,2783,29250,PLM
2016,286,2323,29250,PLM
2016,286,3314,29250,PDR2
2016,286,3132,29250,PLM
2016,297,2224,29250,PRT
2016,297,3575,29250,PRT
2016,297,1430,29250,PRT
2016,297,856,29250,PRT
2016,297,119,29250,PDR3
2016,157,2400,29585,PDR1
2016,209,3949,29585,PDR1
2016,209,3509,29585,PDR1
2016,230,2988,29585,PDR1
2016,301,1494,29585,PDR1
2016,301,2779,29585,PDR1
2016,91,1473,29585,PDR1
2016,91,3668,29585,PDR1
2016,253,900,29585,PDR1
2016,265,1476,29585,PDR1
2016,265,771,29585,PDR1
2016,99,4318,29585,PDR2
2016,250,3702,29669,PDL1
2016,241,602,29669,PLM
2016,148,437,29669,PLM
2016,310,3672,29669,PLR2
2016,327,3209,29669,PLL2
2016,327,2288,29669,PLL2
2016,327,984,29669,PLL2
2016,327,1478,29669,PLM
2016,331,2697,29669,PLR
2016,286,1649,29669,PLR3
2016,79,171,29669,PLR1
2016,79,198,29669,PDL4
2016,79,1166,29669,PLM
2016,156,1151,29643,PLT
2016,156,2949,29643,PLT
2016,156,3711,29643,PDR1
2016,156,291,29643,PDL3
2016,156,374,29643,PLT
2016,156,706,29643,PLT
2016,156,4009,29643,PDR1
2016,156,4221,29643,PDR2
2016,135,3643,29643,PDR1
2016,135,2839,29643,PDR3
2016,135,1886,29643,PDR1
2016,135,902,29643,PDR1
2016,178,1639,29643,PLT
2016,172,114,29643,PLT
2016,172,727,29643,PDR3
2016,172,3502,29643,PDL2
2016,172,2512,29643,PDL3
2016,7,242,29643,PLT
2016,235,449,29643,PDR3
2016,235,3206,29643,PDL5
2016,226,1790,29643,PDL4
2016,201,3574,29643,PLT
2016,201,2411,29643,PDR3
2016,248,3563,29643,PDR4
2016,27,125,29643,PLT
2016,248,689,29643,PDR3
2016,248,1394,29643,PDR3
2016,248,1650,29643,PDR3
2016,69,613,29643,PLT
2016,69,2764,29643,PLT
2016,69,1794,29643,PLT
2016,69,2444,29643,PLT
2016,69,3817,29643,PLT
2016,69,2591,29643,PDL1
2016,69,2349,29643,PDL1
2016,69,1696,29643,PDL1
2016,86,675,29643,PLT
2016,86,866,29643,PLT
2016,86,1078,29643,PLT
2016,86,777,29643,PDR3
2016,86,1283,29643,PDR3
2016,327,1646,29643,PDR2
2016,327,3581,29643,PDR4
2016,322,3194,29643,PDL3
2016,322,3162,29643,PDL4
2016,322,2154,29643,PDL4
2016,322,666,29643,PDL5
2016,98,3155,29643,PDR3
2016,98,1195,29643,PDR3
2016,119,3431,29643,PDR2
2017,495,1434,29408,PDR1
2016,41,1203,29408,PDL4
2016,41,1380,29408,PDL4
2017,481,2969,29606,PLR1
2017,662,471,29606,PLR1
2017,614,2648,29606,PLR1
2017,507,1101,29606,PLR1
2017,551,2271,29606,PLR1
2017,551,1261,29606,PLR1
2017,551,3145,29606,PLR1
2017,398,3807,29640,GL
2017,398,3277,29640,GL
2017,602,3382,29640,PDL1
2017,602,3746,29640,PDL2
2017,602,2784,29640,PDL3
2017,602,3072,29640,PDL1
2017,381,1537,29640,PDR1
2017,381,987,29640,PDR1
2017,381,2403,29640,GR
2017,364,3813,29640,GR
2017,364,3534,29640,GR
2017,364,3278,29640,GR
2017,364,1006,29640,PDR2
2017,364,1932,29640,PDR1
2017,602,2316,29640,PDL2
2017,646,1137,29640,VR
2017,427,2931,29640,PDR1
2017,427,3386,29640,PDR1
2017,484,2951,29640,GL
2017,484,454,29640,PLR
2017,484,917,29640,PDL1
2017,484,663,29640,PDL1
2017,336,2251,29640,VRi
2017,336,2525,29640,VRi
2017,336,2649,29640,GL
2017,561,141,29640,PDL1
2017,561,365,29640,PDR1
2017,561,3433,29640,PDL1
2017,561,948,29640,PDL1
2017,561,1884,29640,PDL1
2017,561,614,29640,PDL1
2017,561,2361,29640,PDL2
2017,561,2669,29640,PDL1
2017,561,3208,29640,PDL1
2017,336,2771,29640,VRi
2017,528,348,29640,PDL1
2017,528,537,29640,PDL1
2017,528,3450,29640,PDL1
2017,528,4042,29640,PDL1
2017,528,2607,29640,PDL1
2017,528,2105,29640,PDL1
2017,505,2657,29640,PDL1
2017,505,1339,29640,PDL1
2017,505,1445,29640,GL
2017,505,1785,29640,GL
2017,505,2572,29640,GL
2017,505,747,29640,GL
2017,448,1911,29697,PDL1
2017,448,2592,29697,PDL1
2017,448,2792,29697,PDL2
2017,448,3370,29697,PDL1
2017,639,1166,29252,PLG
2017,639,1390,29252,PLG
2017,639,3764,29252,PLG
2017,639,895,29252,PLG
2017,639,602,29252,PLG
2017,630,3594,29252,PLG
2017,630,2585,29252,PLG
2016,271,499,29252,PDL3
2016,271,1199,29252,PDL3
2016,271,1557,29252,PDL3
2016,271,2102,29252,PDL4
2016,271,3591,29252,PDL3
2016,292,1031,29252,PRG
2016,292,1906,29252,PRG
2016,292,1772,29252,PDR2
2016,292,3749,29252,PRG
2016,332,2983,29252,PRG
2016,332,3031,29252,PRG
2016,332,246,29252,PRG
2016,332,601,29252,PRG
2016,332,2109,29252,PRG
2016,332,3764,29252,PRG
2016,332,4218,29252,PRG
2016,330,1554,29252,PRG
2016,330,4045,29252,PRG
2016,326,1065,29252,PRG
2016,326,3060,29252,PRG
2016,326,3674,29252,PRG
2016,306,2214,29252,PRG
2016,306,3068,29252,PRG
2016,306,3784,29252,PRG
2016,306,3456,29252,PRG
2016,306,3420,29252,PRG
2017,414,3425,29586,PDL2
2017,426,910,29586,PDL2
2017,426,3521,29586,PDL2
2016,197,2653,29586,PDL2
2016,249,3889,29586,PDL2
2016,249,3718,29586,PDL2
2016,239,584,29586,PDL2
2017,544,3165,29586,PDL2
2016,66,2035,29586,PDL2
2017,468,2011,29600,PDR1
2016,48,348,29600,PDR2
2016,245,2347,29600,PDR4
2016,245,2751,29600,PDR4
2016,222,1021,29600,PDR1
2016,222,1214,29600,PDR1
2016,147,2998,29600,PDR1
2016,147,1635,29600,PDR1
2016,147,953,29600,PDR1
2017,582,1632,29600,PDR1
2016,134,180,29600,PDL5
2016,134,2873,29600,PDR2
2016,134,3528,29600,PDR3
2016,134,1033,29600,PDL1
2017,566,2723,29600,PDR1
2017,566,3867,29600,PDR1
2017,606,3459,29600,PDR1
2017,606,3671,29600,PDR1
2017,606,2236,29600,PDR1
2016,164,1802,29600,PDR1
2016,76,179,29600,PDR4
2016,76,1421,29600,PDL5
2016,76,866,29600,PDR5
2016,76,1651,29600,PDR1
2016,76,3379,29600,PDR4
2016,76,2426,29600,PDR1
2016,291,5285,29600,PDR2
2017,498,1678,29600,PDR1
2016,104,1211,29600,PDR2
2016,104,2832,29600,PDL3
2016,104,3550,29600,PDL2
2016,104,4773,29600,PDL2
2016,114,2583,29600,PDL2
2016,114,3120,29600,PDL5
2016,114,527,29600,PDR4
2016,114,1083,29600,PDL3
2016,114,3453,29600,PDR3
2016,159,2386,29681,VL
2016,159,2413,29681,VL
2016,159,2914,29681,VL
2016,159,2636,29681,VL
2016,159,3257,29681,VR
2016,141,2769,29681,VR
2016,150,819,29681,VR
2016,212,687,29681,VR
2016,212,1114,29681,VRo
2016,212,3577,29681,VR
2016,212,2708,29681,VRo
2016,192,2801,29681,VL
2016,105,3179,29681,VL
2016,105,3727,29681,VR
2016,105,3696,29681,VR
2016,105,2408,29681,VR
2016,128,355,29681,VR
2016,128,850,29681,VL
2016,128,1082,29681,VR
2016,128,2979,29681,VL
2016,272,3062,29681,VL
2016,88,3483,29681,VR
2016,88,2473,29681,VR
2016,88,2443,29681,VR
2016,88,342,29681,VR
2016,88,1114,29681,VR
2016,88,1375,29681,VR
2016,88,167,29681,VR
2016,77,3641,29681,VR
2016,77,3172,29681,VL
2016,77,2449,29681,VR
2016,3,3949,28995,PDL2
2016,21,2884,28995,PDL1
2016,242,1338,29409,PDL2
2016,242,3531,29409,PDL2
2016,247,3242,29409,PDL1
2016,224,144,29409,PDL1
2017,441,2176,29409,PDL3
2017,441,4539,29409,PDL3
2017,441,563,29409,PDL3
2016,224,4185,29409,PDL3
2016,224,3018,29409,PDL2
2016,224,2576,29409,PDL1
2016,224,2080,29409,PDL1
2016,224,670,29409,PDL3
2016,192,3716,29409,PDR3
2016,192,3024,29409,PDR4
2016,192,1858,29409,PDR4
2016,192,1670,29409,PDR3
2016,192,793,29409,PDR3
2016,192,1030,29409,PDR3
2016,192,123,29409,PDR3
2017,420,1306,29409,PDR1
2017,420,1616,29409,PDR1
2017,420,3070,29409,PDR1
2017,420,2253,29409,PDR3
2017,647,734,29409,PLM
2017,647,1080,29409,PLM
2017,408,717,29409,PDR3
2017,408,200,29409,PDR4
2017,408,3585,29409,PDR4
2016,204,3657,29409,PDR3
2016,204,193,29409,PDR3
2016,204,650,29409,PDR3
2016,204,3085,29409,PDR3
2017,374,369,29409,PDL2
2017,374,1532,29409,PDL1
2017,374,2069,29409,PDL1
2017,359,2046,29409,PDL1
2017,359,403,29409,PDL1
2017,359,709,29409,PDL1
2017,603,2094,29409,PLL
2016,290,1065,29409,PDR3
2016,290,495,29409,PDR3
2016,290,123,29409,PDR3
2016,74,2731,29409,PDL3
2016,74,3001,29409,PDL2
2016,74,3201,29409,PDL2
2016,74,666,29409,PDL2
2016,74,387,29409,PDL1
2016,266,2902,29409,PDR1
2016,266,1855,29409,PDR1
2016,266,372,29409,PLR
2016,276,499,29409,PDR4
2016,276,2577,29409,PDR3
2016,276,3842,29409,PDR3
2017,342,888,29409,PLL
2016,111,2980,29409,PDL2
2016,111,2210,29409,PDL3
2016,111,628,29409,PDL3
2016,111,1675,29409,PDL3
2016,97,1810,29409,PDL3
2016,97,2629,29409,PDL3
2016,97,120,29409,PDL2
2017,557,2404,29409,PLM
2017,557,2694,29409,PLM
2017,342,158,29409,PLL
2017,568,651,29409,PLL
2017,597,989,29255,PLL2
2016,171,1866,29255,PLG
2016,171,542,29255,PLG
2016,171,2441,29255,PLG
2016,171,2898,29255,PLG
2017,589,1865,29255,PLR
2017,410,1703,29255,PLL2
2017,410,1740,29255,PLL2
2017,636,585,29255,PLM
2016,238,1423,29255,PLR2
2016,238,2577,29255,PLR2
2017,461,570,29255,PLR2
2016,256,796,29255,PLL2
2016,256,3514,29255,PLL2
2016,256,2539,29255,PLL2
2017,570,568,29255,PLL2
2017,570,2061,29255,PLL2
2017,570,2129,29255,PLL2
2016,323,438,29255,PLL
2017,558,3485,29255,PLL2
2017,532,3843,29255,PLT
2017,532,4268,29255,PLT
2017,532,3153,29255,PLL
2016,92,496,29255,PLL2
2016,92,1370,29255,PLL2
2016,92,3883,29255,PLL2
2016,92,3272,29255,PLL2
2016,251,1153,29410,PRW
2016,251,3911,29410,PRW
2016,23,2764,29410,PRW
2016,23,3405,29410,PRW
2016,23,884,29410,PDR1
2016,23,848,29410,PDR1
2016,23,1157,29410,PDR1
2016,227,3071,29410,PRW
2016,227,2268,29410,PRW
2016,227,2514,29410,PRW
2016,227,1046,29410,PRW
2016,6,2518,29410,PRW
2016,217,1243,29410,PRW
2016,217,969,29410,PRW
2016,217,1619,29410,PRW
2016,217,2699,29410,PRW
2017,454,627,29410,PLM
2017,454,320,29410,PLR2
2016,6,632,29410,PDR1
2016,6,655,29410,PDR1
2016,6,76,29410,PDR1
2016,217,610,29410,PRW
2016,217,273,29410,PRW
2016,191,2043,29410,PRW
2016,191,2495,29410,PRW
2016,191,3302,29410,PRW
2016,191,639,29410,PRW
2016,191,1851,29410,PRW
2017,430,1971,29410,PRW
2016,146,727,29410,PRW
2016,146,2653,29410,PRW
2016,132,2688,29410,PRW
2016,132,3024,29410,PRW
2016,132,3439,29410,PRW
2016,178,1006,29410,PRW
2016,178,1482,29410,PRW
2016,178,1775,29410,PRW
2016,178,2361,29410,PRW
2016,178,3229,29410,PRW
2016,161,3105,29410,PRW
2016,161,1407,29410,PRW
2016,161,139,29410,PRW
2016,305,1667,29410,PRW
2016,305,2006,29410,PRW
2016,305,2542,29410,PRW
2016,305,3450,29410,PRW
2016,85,1483,29410,PRW
2016,85,3507,29410,PRW
2016,85,3538,29410,PRW
2016,85,3775,29410,PRW
2016,78,692,29410,PRW
2016,78,2156,29410,PRW
2016,78,2531,29410,PRW
2016,78,3229,29410,PRW
2016,283,3234,29410,PRW
2016,283,2908,29410,PRW
2016,283,1732,29410,PRW
2016,283,1487,29410,PRW
2016,283,2579,29410,PRW
2016,283,467,29410,PRW
2016,60,1232,29410,PRW
2016,60,1026,29410,PRW
2016,262,282,29410,PRW
2016,262,815,29410,PRW
2016,40,477,29410,PRW
2016,40,2517,29410,PRW
2016,40,2764,29410,PRW
2016,323,438,29410,PRW
2016,323,146,29410,PRW
2016,323,3184,29410,PRW
2016,323,2822,29410,PRW
2016,323,1379,29410,PRW
2016,308,401,29410,PRW
2016,308,121,29410,PRW
2016,308,2690,29410,PRW
2016,308,3077,29410,PRW
2016,25,255,29626,PDL3
2016,25,3164,29626,PDL2
2016,25,2550,29626,GL
2016,25,356,29626,GL
2016,48,1282,29626,GL
2016,104,1211,29626,PDR1
2017,368,1128,29257,PDR2
2016,139,1193,29566,PRW
2016,139,2493,29566,PRW
2016,139,2611,29566,PRW
2016,139,2188,29566,PRW
2016,139,1496,29566,PRW
2016,139,2980,29566,PRW
2016,139,3490,29566,PRW
2016,164,3516,29566,PRW
2016,164,2308,29566,PRW
2016,164,2939,29566,PRW
2016,164,2911,29566,PRW
2016,176,1622,29566,PLW
2017,427,2382,29566,PRT
2017,427,2352,29566,PRT
2016,198,4013,29566,PDR2
2016,198,2801,29566,PDR3
2016,198,1343,29566,PDR3
2016,198,122,29566,PDR3
2016,8,955,29566,PRW
2016,8,342,29566,PRW
2016,232,1762,29566,PRW
2016,232,2680,29566,PRW
2016,232,3774,29566,PRW
2016,232,814,29566,PRW
2016,232,494,29566,PRW
2016,232,1244,29566,PRW
2016,28,748,29566,PRW
2016,28,127,29566,PRW
2016,99,3859,29566,PRW
2016,99,2815,29566,PDR1
2016,99,819,29566,PDR1
2016,99,1462,29566,PDR1
2016,99,1153,29566,PDR1
2016,99,427,29566,PRW
2016,99,518,29566,PDR2
2016,99,165,29566,PRW
2016,99,270,29566,PDR1
2016,99,4318,29566,PRW
2016,99,5198,29566,PRW
2016,120,4207,29566,PRW
2016,120,1891,29566,PRW
2016,120,2130,29566,PRW
2016,120,3622,29566,PRW
2016,68,3367,29566,PRW
2016,68,986,29566,PRW
2016,68,2337,29566,PRW
2016,68,2654,29566,PRW
2016,68,2872,29566,PRW
2016,68,570,29566,PRW
2016,68,543,29566,PRW
2016,68,285,29566,PRW
2016,82,2907,29566,PRW
2016,82,1580,29566,PRW
2016,82,1132,29566,PRW
2017,423,1719,29562,PLR2
2017,625,3148,29562,PLR2
2017,599,3880,29562,PLR2
2017,406,3318,29562,PLR2
2016,166,336,29412,PDL2
2017,603,2094,29412,PDR1
2017,603,1853,29412,PDR1
2017,647,734,29412,PDR2
2017,441,706,29412,PDR1
2017,568,651,29412,PDR1
2016,235,280,29261,VLo
2016,14,503,29261,VRo
2016,14,1797,29261,PLL2
2017,414,3525,29261,VRo
2016,182,567,29261,VR
2016,196,371,29261,VL
2016,208,652,29261,VRo
2016,208,3349,29261,VR
2016,208,2979,29261,VRo
2016,143,1504,29261,VL
2016,143,1177,29261,VL
2016,143,542,29261,VL
2016,143,1896,29261,VL
2016,143,2334,29261,VL
2016,140,1672,29261,VR
2016,140,3643,29261,VR
2016,140,3987,29261,VR
2016,18,132,29261,VRo
2016,18,515,29261,VRo
2016,109,4220,29261,PDL1
2016,109,3134,29261,VR
2016,109,3497,29261,VR
2016,109,3528,29261,VR
2016,320,3833,29261,PDR1
2016,320,3863,29261,PDR1
2016,95,2588,29261,VL
2016,95,2362,29261,VLo
2016,95,2074,29261,VLo
2016,95,355,29261,VRo
2016,125,3799,29261,VR
2016,125,2772,29261,VRo
2016,125,569,29261,VR
2016,125,3038,29261,VR
2016,71,1135,29261,VR
2016,71,664,29261,VR
2016,71,1976,29261,VR
2016,71,2293,29261,VRo
2016,255,1195,29261,VLo
2016,35,942,29261,VRo
2017,355,430,29689,PLG
2017,355,2139,29689,PLG
2017,566,3867,29689,PLG
2017,566,3403,29689,PLG
2017,566,2756,29689,PLG
2017,566,3785,29689,PDR2
2017,566,2723,29689,PLG
2017,566,2839,29689,PLL
2017,566,2173,29689,PDR2
2017,399,4604,29689,PLG
2017,399,2943,29689,PLG
2017,619,2664,29689,PRG
2016,139,1496,29690,VLo
2016,139,2188,29690,VLo
2016,139,2611,29690,VRo
2016,139,2493,29690,VLo
2016,139,1193,29690,VLo
2017,427,2144,29690,VLo
2017,409,1150,29690,VRo
2017,409,2802,29690,VLo
2017,409,2608,29690,VRo
2016,24,725,29690,VRo
2016,43,509,29690,VRo
2016,43,210,29690,VRo
2016,81,2006,29690,VLo
2016,81,401,29690,VRo
2016,81,2654,29690,VLo
2016,81,2893,29690,VLo
2016,81,2455,29690,VLo
2016,81,2267,29690,VRo
2016,81,4280,29690,VLo
2016,92,3500,29690,VRo
2016,92,1628,29690,VRo
2016,92,2288,29690,VL
2016,92,3024,29690,VRo
2016,92,2625,29690,VRo
2016,92,370,29690,VRo
2016,92,1263,29690,VLo
2016,108,372,29690,VL
2016,108,2379,29690,VL
2016,108,2557,29690,VLo
2016,108,650,29690,VLi
2016,124,1481,29690,VL
2016,124,3582,29690,VLo
2016,124,488,29690,VL
2016,124,129,29690,VLo
2017,463,1122,29691,PLL
2017,463,1095,29691,PDR3
2017,463,481,29691,GL
2017,463,368,29691,PLL
2017,463,981,29691,GL
2017,463,282,29691,GL
2016,33,2521,29691,GR
2016,33,2845,29691,GR
2016,33,3966,29691,GR
2016,186,2256,29691,GL
2016,186,2921,29691,GL
2016,186,1455,29691,GL
2017,423,730,29691,GL
2017,423,2091,29691,PLM
2017,423,2500,29691,PLR
2017,423,3333,29691,GL
2017,423,3584,29691,GL
2016,205,495,29691,GL
2016,205,298,29691,GL
2017,438,1248,29691,GL
2017,438,751,29691,GL
2017,438,721,29691,GL
2016,205,3776,29691,GL
2016,205,2935,29691,GL
2017,438,1421,29691,PLR
2017,438,613,29691,PLL
2016,205,1390,29691,GL
2017,438,2095,29691,GL
2017,438,1930,29691,GL
2017,649,1102,29691,PDL2
2017,649,1786,29691,PDR2
2017,649,2177,29691,PDL3
2017,649,3786,29691,PDR2
2017,649,959,29691,GL
2017,649,2854,29691,GL
2017,459,1605,29691,GL
2017,459,201,29691,GL
2017,459,995,29691,GL
2017,459,2967,29691,GL
2017,459,3491,29691,PLL2
2017,459,887,29691,PLR1
2017,459,1103,29691,PLR
2017,459,119,29691,PDR3
2017,459,317,29691,PDR3
2016,238,2139,29691,PLL2
2016,238,858,29691,PLR
2016,238,1507,29691,PLL
2016,238,481,29691,PLM
2016,238,2577,29691,GL
2016,238,2886,29691,GL
2016,238,1423,29691,GL
2016,238,2234,29691,GL
2016,238,2382,29691,PDL2
2016,238,2683,29691,PLR
2016,238,3096,29691,PLR
2016,16,2754,29691,GR
2016,16,1275,29691,GR
2016,16,1555,29691,GR
2016,16,3359,29691,VLo
2016,16,2595,29691,VLo
2016,205,2354,29691,PDL3
2016,205,211,29691,PDL2
2017,438,3180,29691,PDR2
2016,205,3675,29691,PDL3
2016,205,2381,29691,VRi
2016,205,1715,29691,VLi
2016,205,2828,29691,VLi
2016,219,764,29691,PDL3
2016,219,1081,29691,PLL
2016,219,2541,29691,PDL2
2016,219,3959,29691,GL
2016,219,2909,29691,GL
2017,351,931,29691,VRi
2017,351,607,29691,PLL
2017,351,213,29691,VLi
2016,142,946,29691,PDL2
2016,142,2455,29691,PDL2
2016,142,467,29691,PDL2
2016,142,2755,29691,VRi
2016,142,741,29691,GL
2016,142,3624,29691,PDL2
2016,142,1031,29691,GL
2016,142,2321,29691,GL
2016,142,2850,29691,GL
2016,142,3068,29691,GL
2016,169,2443,29691,GL
2016,169,646,29691,GL
2016,169,4403,29691,GL
2016,169,476,29691,VL
2016,169,815,29691,VL
2016,169,1830,29691,VL
2016,169,2288,29691,VL
2016,169,3138,29691,VLo
2016,169,4211,29691,VLo
2017,622,122,29691,PLL
2017,622,3073,29691,GL
2017,622,1797,29691,GL
2017,622,2267,29691,GL
2017,622,208,29691,GL
2017,622,2418,29691,PDR3
2017,622,3856,29691,PLR
2017,625,2407,29691,PDL3
2017,625,1261,29691,GL
2017,625,1350,29691,PDR2
2017,625,729,29691,PLL
2016,181,4823,29691,PDL3
2016,181,3259,29691,PLL
2016,181,222,29691,GL
2016,181,1309,29691,GL
2016,181,1727,29691,GL
2016,181,2363,29691,GL
2016,181,2680,29691,GL
2016,181,4013,29691,GL
2016,181,4504,29691,GL
2016,181,4934,29691,GL
2016,181,2867,29691,VRi
2016,181,1179,29691,VLi
2016,181,1942,29691,PLL
2016,181,323,29691,VRi
2016,108,2464,29691,PDL2
2016,108,2648,29691,PDL2
2016,108,4307,29691,PLL
2016,108,650,29691,GL
2016,108,2379,29691,GL
2016,108,2557,29691,GL
2016,108,372,29691,GL
2016,108,567,29691,PLL1
2017,406,2982,29691,GL
2016,108,1711,29691,PLL
2017,406,2587,29691,GL
2017,406,140,29691,GL
2017,406,1802,29691,GL
2017,406,1504,29691,PLL
2017,538,991,29691,PDR2
2017,538,393,29691,PLR
2017,538,248,29691,GL
2017,538,3029,29691,PLL2
2017,538,2468,29691,PLR
2017,538,1284,29691,PLL1
2017,538,2260,29691,PLR
2017,538,3908,29691,GL
2017,538,2573,29691,GL
2017,538,2386,29691,GL
2017,538,1395,29691,GL
2017,538,1084,29691,GL
2016,315,2846,29691,PLR
2016,315,2259,29691,PLR1
2016,315,714,29691,PLL
2016,315,1138,29691,PLR
2016,315,2942,29691,GL
2016,315,1231,29691,GL
2016,315,562,29691,GL
2016,315,1255,29691,GL
2016,315,2423,29691,GL
2016,315,2736,29691,GL
2017,340,1957,29691,GL
2017,562,949,29691,GL
2017,340,948,29691,GL
2017,562,850,29691,PLR
2016,123,3941,29691,PDL3
2016,123,3012,29691,PDL3
2016,123,1912,29691,PDL1
2016,123,3192,29691,VLi
2016,123,1614,29691,VLi
2017,562,745,29691,GL
2016,123,3320,29691,GL
2016,123,3092,29691,GL
2016,123,3747,29691,GL
2016,123,689,29691,PDL2
2016,123,1003,29691,PLR1
2016,123,1502,29691,GL
2016,123,861,29691,GL
2016,123,2010,29691,GL
2016,123,2838,29691,GL
2016,91,1473,29691,GL
2016,91,1565,29691,PDL2
2016,91,3668,29691,GL
2016,91,2108,29691,GL
2016,91,4219,29691,GL
2016,91,4095,29691,VLi
2016,91,3774,29691,VLi
2016,91,3941,29691,GL
2016,91,4319,29691,VLi
2017,538,166,29691,PLR
2016,298,381,29691,GL
2016,91,667,29691,GL
2016,298,1006,29691,PLR
2016,298,211,29691,PLR
2017,523,2037,29691,GL
2017,523,782,29691,GL
2017,523,1062,29691,GL
2017,523,3473,29691,GL
2016,298,3747,29691,PLL
2017,523,2568,29691,GL
2017,523,2184,29691,GL
2016,91,164,29691,VLi
2016,91,464,29691,PDL2
2016,298,921,29691,GL
2017,523,866,29691,PLL
2017,523,472,29691,GL
2017,523,445,29691,GL
2017,523,3223,29691,PLR
2016,298,1602,29691,GL
2016,67,1478,29691,GL
2016,67,545,29691,GL
2016,279,3633,29691,GL
2016,279,3493,29691,GL
2016,67,3808,29691,GL
2016,67,3000,29691,GL
