Season_Year,Season_Type,GameKey,Game_Date,Week,PlayID,Game_Clock,YardLine,Quarter,Play_Type,Poss_Team,Home_Team_Visit_Team,Score_Home_Visiting,PlayDescription
2016,Pre,40,08/27/2016,4,2764,07:13,DET 18,3,Punt,DET,BLT-DET,20 - 6,"(7:13) (Punt formation) S.Martin punts 55 yards to BLT 27, Center-J.Landes. M.Campanaro to BLT 42 for 15 yards (D.Washington)."
2016,Pre,40,08/27/2016,4,3682,06:55,DET 40,4,Punt,DET,BLT-DET,30 - 6,"(6:55) (Punt formation) D.Bell punts 32 yards to BLT 28, Center-J.Landes, downed by DET-A.Williams. PENALTY on BLT, Offensive Holding, 10 yards, enforced at BLT 28."
2016,Pre,40,08/27/2016,4,3777,05:28,BLT 24,4,Punt,BLT,BLT-DET,30 - 6,"(5:28) (Punt formation) S.Koch punts 43 yards to DET 33, Center-M.Cox. J.Billingsley to DET 34 for 1 yard (C.Byndom)."
2016,Pre,40,08/27/2016,4,3868,04:35,DET 36,4,Punt,DET,BLT-DET,30 - 6,"(4:35) (Punt formation) D.Bell punts 38 yards to BLT 26, Center-J.Landes. K.Reynolds to BLT 38 for 12 yards (A.Barnes)."
2016,Pre,40,08/27/2016,4,4182,00:34,BLT 27,4,Punt,BLT,BLT-DET,30 - 9,"(:34) (Punt formation) S.Koch punts 56 yards to DET 17, Center-M.Cox, out of bounds."
2016,Pre,41,08/26/2016,4,115,13:51,SF 32,1,Punt,SF,SF-GB,0 - 0,"(13:51) B.Pinion punts 57 yards to GB 11, Center-K.Nelson, downed by SF-Q.Patton."
2016,Pre,41,08/26/2016,4,409,09:59,GB 28,1,Punt,GB,SF-GB,0 - 0,"(9:59) P.Mortell punts 42 yards to SF 30, Center-R.Lovato. B.Ellington pushed ob at SF 47 for 17 yards (J.Perillo)."
2016,Pre,41,08/26/2016,4,1203,12:59,SF 32,2,Punt,SF,SF-GB,7 - 7,"(12:59) B.Pinion punts 31 yards to GB 37, Center-K.Nelson, downed by SF-M.Wilhoite."
2016,Pre,41,08/26/2016,4,1291,11:04,GB 35,2,Punt,GB,SF-GB,7 - 7,"(11:04) P.Mortell punts 40 yards to SF 25, Center-R.Lovato. B.Ellington to SF 29 for 4 yards (S.Barrington)."
2016,Pre,41,08/26/2016,4,1380,09:37,SF 36,2,Punt,SF,SF-GB,7 - 7,"(9:37) B.Pinion punts 43 yards to GB 21, Center-K.Nelson. M.Hyde to GB 26 for 5 yards (D.Johnson)."
2016,Pre,41,08/26/2016,4,1551,06:16,GB 43,2,Punt,GB,SF-GB,7 - 7,"(6:16) T.Masthay punts 39 yards to SF 18, Center-R.Lovato, fair catch by D.White. GB-J.Elliott was injured during the play.  PENALTY on SF-C.Davis, Offensive Holding, 9 yards, enforced at SF 18."
2016,Pre,41,08/26/2016,4,1676,04:26,SF 17,2,Punt,SF,SF-GB,7 - 7,"(4:26) B.Pinion punts 36 yards to GB 47, Center-K.Nelson, fair catch by T.Davis."
2016,Pre,41,08/26/2016,4,2734,07:41,SF 41,3,Punt,SF,SF-GB,7 - 14,"(7:41) B.Pinion punts 47 yards to GB 12, Center-K.Nelson, out of bounds. Penalty on GB-L.Gunter, Offensive Holding, declined. PENALTY on GB-S.Barrington, Unsportsmanlike Conduct, 6 yards, enforced at GB 12."
2016,Pre,41,08/26/2016,4,2841,06:12,GB 14,3,Punt,GB,SF-GB,7 - 14,"(6:12) T.Masthay punts 49 yards to SF 37, Center-R.Lovato, downed by GB-J.Perillo."
2016,Pre,41,08/26/2016,4,2956,05:16,SF 29,3,Punt,SF,SF-GB,7 - 14,"(5:16) B.Pinion punts 54 yards to GB 17, Center-K.Nelson. T.Davis to GB 22 for 5 yards (B.Bell)."
2016,Pre,41,08/26/2016,4,3069,02:53,GB 16,3,Punt,GB,SF-GB,7 - 14,"(2:53) P.Mortell punts 49 yards to SF 35, Center-R.Lovato. D.White to SF 40 for 5 yards (K.Fackrell)."
2016,Pre,41,08/26/2016,4,3894,05:15,SF 39,4,Punt,GB,SF-GB,10 - 21,"(5:15) P.Mortell punts 29 yards to SF 10, Center-R.Lovato, downed by GB-R.Lovato."
2016,Pre,41,08/26/2016,4,3974,03:20,SF 5,4,Punt,SF,SF-GB,10 - 21,"(3:20) B.Pinion punts 52 yards to GB 43, Center-K.Nelson, downed by SF-P.Iworah."
2016,Pre,41,08/26/2016,4,4074,00:55,GB 48,4,Punt,GB,SF-GB,10 - 21,"(:55) T.Masthay punts 41 yards to SF 11, Center-R.Lovato, fair catch by K.Acker."
2016,Pre,42,08/27/2016,4,272,09:57,CHI 42,1,Punt,KC,CHI-KC,0 - 0,"(9:57) (Punt formation) D.Colquitt punts 35 yards to CHI 7, Center-J.Winchester, fair catch by M.Mariani."
2016,Pre,42,08/27/2016,4,506,05:52,CHI 33,1,Punt,CHI,CHI-KC,0 - 0,"(5:52) (Punt formation) P.O'Donnell punts 49 yards to KC 18, Center-P.Scales. T.Hill pushed ob at KC 36 for 18 yards (C.Jones)."
2016,Pre,42,08/27/2016,4,991,12:12,CHI 21,2,Punt,CHI,CHI-KC,0 - 3,"(12:12) (Punt formation) P.O'Donnell punts 44 yards to KC 35, Center-A.Brewer. T.Hill pushed ob at 50 for 15 yards (S.Acho)."
2016,Pre,42,08/27/2016,4,1135,10:40,CHI 36,2,Punt,KC,CHI-KC,0 - 3,"(10:40) (Punt formation) D.Colquitt punts 36 yards to end zone, Center-J.Winchester, Touchback."
2016,Pre,42,08/27/2016,4,1238,09:15,CHI 21,2,Punt,CHI,CHI-KC,0 - 3,"(9:15) (Punt formation) P.O'Donnell punts 52 yards to KC 27, Center-A.Brewer. F.Hammond to KC 36 for 9 yards (S.McManis)."
2016,Pre,42,08/27/2016,4,1667,04:01,CHI 21,2,Punt,CHI,CHI-KC,0 - 6,"(4:01) (Punt formation) P.O'Donnell punts 61 yards to KC 18, Center-A.Brewer. F.Hammond to KC 30 for 12 yards (J.Timu)."
2016,Pre,42,08/27/2016,4,2976,05:31,CHI 28,3,Punt,CHI,CHI-KC,0 - 20,"(5:31) (Punt formation) P.O'Donnell punts 47 yards to KC 25, Center-P.Scales. D.Thomas pushed ob at CHI 44 for 31 yards (P.O'Donnell)."
2016,Pre,42,08/27/2016,4,4248,04:05,KC 30,4,Punt,KC,CHI-KC,7 - 23,"(4:05) (Punt formation) D.Colquitt punts 48 yards to CHI 22, Center-J.Winchester. B.Daniels MUFFS catch, and recovers at CHI 25. PENALTY on KC, Unsportsmanlike Conduct, 15 yards, enforced at CHI 25."
2016,Pre,43,08/27/2016,4,121,13:06,LA 13,1,Punt,LA,DEN-LA,0 - 0,"(13:06) J.Hekker punts 46 yards to DEN 41, Center-J.McQuaide. J.Norwood to DEN 43 for 2 yards (C.Reynolds)."
2016,Pre,43,08/27/2016,4,210,11:10,DEN 49,1,Punt,DEN,DEN-LA,0 - 0,"(11:10) R.Dixon punts 37 yards to LA 14, Center-C.Kreiter. P.Cooper MUFFS catch, touched at LA 14, recovered by LA-C.Davis at LA 14. C.Davis to LA 14 for no gain (S.Barrett)."
2016,Pre,43,08/27/2016,4,399,07:31,DEN 45,1,Punt,LA,DEN-LA,0 - 0,"(7:31) J.Hekker punts 44 yards to DEN 1, Center-J.McQuaide, downed by LA-M.Thomas."
2016,Pre,43,08/27/2016,4,509,05:38,DEN 7,1,Punt,DEN,DEN-LA,0 - 0,"(5:38) R.Dixon punts 51 yards to LA 42, Center-C.Kreiter. P.Cooper to LA 43 for 1 yard (S.Barrett). PENALTY on LA-L.Joyner, Offensive Holding, 10 yards, enforced at LA 43."
2016,Pre,43,08/27/2016,4,1307,07:56,LA 13,2,Punt,LA,DEN-LA,0 - 6,"(7:56) J.Hekker punts 54 yards to DEN 33, Center-J.McQuaide. J.Norwood ran ob at DEN 33 for no gain."
2016,Pre,43,08/27/2016,4,2319,13:16,DEN 33,3,Punt,DEN,DEN-LA,10 - 9,"(13:16) R.Dixon punts 43 yards to LA 24, Center-C.Kreiter. P.McRoberts to LA 27 for 3 yards (W.Parks). PENALTY on LA-C.Bryant, Offensive Holding, 10 yards, enforced at LA 24."
2016,Pre,43,08/27/2016,4,2418,11:44,LA 7,3,Punt,LA,DEN-LA,10 - 9,"(11:44) J.Hekker punts 42 yards to LA 49, Center-J.McQuaide. K.Raymond to LA 41 for 8 yards (P.McRoberts)."
2016,Pre,43,08/27/2016,4,2963,02:52,DEN 36,3,Punt,DEN,DEN-LA,17 - 9,"(2:52) R.Dixon punts 44 yards to LA 20, Center-C.Kreiter, fair catch by P.McRoberts."
2016,Pre,43,08/27/2016,4,3055,01:19,LA 27,3,Punt,LA,DEN-LA,17 - 9,"(1:19) J.Hekker punts 46 yards to DEN 27, Center-J.Overbaugh, fair catch by K.Raymond."
2016,Pre,43,08/27/2016,4,3144,00:22,DEN 27,3,Punt,DEN,DEN-LA,17 - 9,"(:22) R.Dixon punts 48 yards to LA 25, Center-C.Kreiter. P.McRoberts to LA 41 for 16 yards (B.Ross). PENALTY on LA-J.Washington, Offensive Holding, 10 yards, enforced at LA 34."
2016,Pre,43,08/27/2016,4,3399,10:22,LA 41,4,Punt,LA,DEN-LA,17 - 9,"(10:22) J.Hekker punts 43 yards to DEN 16, Center-J.Overbaugh, fair catch by B.Addison."
2016,Pre,43,08/27/2016,4,3528,09:22,DEN 25,4,Punt,DEN,DEN-LA,17 - 9,"(9:22) R.Dixon punts 56 yards to LA 19, Center-C.Kreiter. P.McRoberts ran ob at LA 21 for 2 yards."
2016,Pre,43,08/27/2016,4,3644,07:58,LA 27,4,Punt,LA,DEN-LA,17 - 9,"(7:58) J.Hekker punts 42 yards to DEN 31, Center-J.Overbaugh. K.Raymond to DEN 34 for 3 yards (M.Thomas)."
2016,Pre,43,08/27/2016,4,3808,06:03,LA 41,4,Punt,DEN,DEN-LA,17 - 9,"(6:03) R.Dixon punts 41 yards to end zone, Center-C.Kreiter, Touchback."
2016,Pre,43,08/27/2016,4,4119,02:10,DEN 39,4,Punt,DEN,DEN-LA,17 - 9,"(2:10) R.Dixon punts 39 yards to LA 22, Center-C.Kreiter, fair catch by P.McRoberts."
2016,Pre,44,08/26/2016,4,123,14:05,CAR 23,1,Punt,CAR,CAR-NE,0 - 0,"(14:05) M.Scifres punts 35 yards to NE 42, Center-J.Jansen, fair catch by C.Jones. PENALTY on NE-B.King, Running Into the Kicker, 5 yards, enforced at CAR 23 - No Play."
2016,Pre,44,08/26/2016,4,158,13:57,CAR 28,1,Punt,CAR,CAR-NE,0 - 0,"(13:57) M.Scifres punts 21 yards to CAR 49, Center-J.Jansen, out of bounds."
2016,Pre,44,08/26/2016,4,425,09:34,CAR 9,1,Punt,CAR,CAR-NE,0 - 0,"(9:34) K.Redfern punts 61 yards to NE 30, Center-J.Jansen. C.Jones to NE 35 for 5 yards (M.Addison)."
2016,Pre,44,08/26/2016,4,549,07:49,NE 28,1,Punt,NE,CAR-NE,0 - 0,"(7:49) R.Allen punts 53 yards to CAR 19, Center-J.Cardona. T.Ginn to CAR 28 for 9 yards (B.King; J.Freeny)."
2016,Pre,44,08/26/2016,4,785,04:54,NE 28,1,Punt,NE,CAR-NE,0 - 0,"(4:54) R.Allen punts 50 yards to CAR 22, Center-J.Cardona. T.Ginn pushed ob at CAR 25 for 3 yards (B.Bolden). PENALTY on CAR-J.Bradberry, Illegal Block Above the Waist, 9 yards, enforced at CAR 18."
2016,Pre,44,08/26/2016,4,1482,08:43,CAR 32,2,Punt,CAR,CAR-NE,0 - 9,"(8:43) K.Redfern punts 45 yards to NE 23, Center-J.Jansen. C.Jones to NE 43 for 20 yards (C.Jones)."
2016,Pre,44,08/26/2016,4,1848,03:08,NE 21,2,Punt,NE,CAR-NE,0 - 9,"(3:08) R.Allen punts 45 yards to CAR 34, Center-J.Cardona, fair catch by T.Ginn."
2016,Pre,44,08/26/2016,4,1935,02:17,CAR 37,2,Punt,CAR,CAR-NE,0 - 9,"(2:17) K.Redfern punts 43 yards to NE 20, Center-J.Jansen, out of bounds."
2016,Pre,44,08/26/2016,4,2063,01:39,NE 17,2,Punt,NE,CAR-NE,0 - 9,"(1:39) R.Allen punts 41 yards to CAR 42, Center-J.Cardona, fair catch by D.Byrd."
2016,Pre,44,08/26/2016,4,2150,01:04,CAR 45,2,Punt,CAR,CAR-NE,0 - 9,"(1:04) K.Redfern punts 41 yards to NE 14, Center-J.Jansen, fair catch by C.Jones."
2016,Pre,44,08/26/2016,4,2733,07:01,NE 25,3,Punt,NE,CAR-NE,3 - 9,"(7:01) R.Allen punts 46 yards to CAR 29, Center-J.Cardona. D.Byrd to CAR 29 for no gain (J.Jones). PENALTY on CAR-K.Garrett, Offensive Holding, 10 yards, enforced at CAR 29."
2016,Pre,44,08/26/2016,4,2951,04:09,CAR 29,3,Punt,CAR,CAR-NE,3 - 9,"(4:09) K.Redfern punts 61 yards to NE 10, Center-J.Jansen. C.Jones to CAR 30 for 60 yards (K.Redfern)."
2016,Pre,44,08/26/2016,4,3207,00:00,CAR 30,3,Punt,CAR,CAR-NE,3 - 16,"(:00) K.Redfern punts 45 yards to NE 25, Center-J.Jansen, out of bounds."
2016,Pre,44,08/26/2016,4,3406,11:30,NE 45,4,Punt,NE,CAR-NE,3 - 16,"(11:30) R.Allen punts 40 yards to CAR 15, Center-J.Cardona, fair catch by D.Byrd."
2016,Pre,44,08/26/2016,4,3504,10:03,CAR 17,4,Punt,CAR,CAR-NE,3 - 16,"(10:03) K.Redfern punts 53 yards to NE 30, Center-J.Jansen. D.Foster pushed ob at NE 46 for 16 yards (J.Norris)."
2016,Pre,44,08/26/2016,4,4323,01:41,NE 17,4,Punt,NE,CAR-NE,9 - 19,"(1:41) R.Allen punts 53 yards to CAR 30, Center-J.Cardona, out of bounds."
2016,Pre,45,08/27/2016,4,314,09:30,NYG 39,1,Punt,NYJ,NYJ-NYG,0 - 0,"(9:30) L.Edwards punts 31 yards to NYG 8, Center-T.Purdum, downed by NYJ-B.Carter."
2016,Pre,45,08/27/2016,4,465,06:23,NYG 20,1,Punt,NYG,NYJ-NYG,0 - 0,"(6:23) B.Wing punt is BLOCKED by B.Carter, Center-Z.DeOssie, recovered by NYG-J.Currie at NYG 15. J.Currie to NYG 15 for no gain (J.Burris)."
2016,Pre,45,08/27/2016,4,638,04:11,NYG 32,1,Punt,NYG,NYJ-NYG,0 - 0,"(4:11) B.Wing punts 57 yards to NYJ 11, Center-Z.DeOssie, downed by NYG-T.Wade. PENALTY on NYG-D.Harris, Offensive Holding, 10 yards, enforced at NYJ 11."
2016,Pre,45,08/27/2016,4,806,00:31,NYJ 43,1,Punt,NYJ,NYJ-NYG,0 - 0,"(:31) L.Edwards punts 39 yards to NYG 18, Center-T.Purdum. D.Harris to NYG 28 for 10 yards (R.Miles)."
2016,Pre,45,08/27/2016,4,971,12:52,NYG 43,2,Punt,NYG,NYJ-NYG,0 - 0,"(12:52) B.Wing punts 45 yards to NYJ 12, Center-Z.DeOssie. J.Marshall to NYJ 13 for 1 yard (D.Harris)."
2016,Pre,45,08/27/2016,4,1064,10:43,NYJ 22,2,Punt,NYJ,NYJ-NYG,0 - 0,"(10:43) L.Edwards punts 56 yards to NYG 22, Center-T.Purdum. D.Harris to NYG 26 for 4 yards (K.Davis). PENALTY on NYJ-J.Marshall, Player Out of Bounds on Punt, 5 yards, enforced at NYJ 22 - No Play."
2016,Pre,45,08/27/2016,4,1101,10:32,NYJ 17,2,Punt,NYJ,NYJ-NYG,0 - 0,"(10:32) L.Edwards punts 45 yards to NYG 38, Center-J.Stanford. D.Harris to NYG 42 for 4 yards (J.Stanford)."
2016,Pre,45,08/27/2016,4,1212,08:29,NYG 46,2,Punt,NYG,NYJ-NYG,0 - 0,"(8:29) B.Wing punts 44 yards to NYJ 10, Center-T.Ott. J.Ross to NYJ 38 for 28 yards (O.Darkwa; B.Goodson)."
2016,Pre,45,08/27/2016,4,1323,07:55,NYJ 45,2,Punt,NYJ,NYJ-NYG,0 - 0,"(7:55) L.Edwards punts 48 yards to NYG 7, Center-T.Purdum. D.Harris to NYG 36 for 29 yards (J.Martin)."
2016,Pre,45,08/27/2016,4,1677,02:47,NYG 41,2,Punt,NYG,NYJ-NYG,7 - 0,"(2:47) B.Wing punts 55 yards to NYJ 4, Center-T.Ott, downed by NYG-D.Harris."
2016,Pre,45,08/27/2016,4,1824,00:51,NYJ 25,2,Punt,NYJ,NYJ-NYG,7 - 0,"(:51) L.Edwards punts 56 yards to NYG 19, Center-T.Purdum. D.Harris to NYG 25 for 6 yards (R.Miles)."
2016,Pre,45,08/27/2016,4,1938,00:09,NYG 32,2,Punt,NYG,NYJ-NYG,7 - 0,"(:09) B.Wing punts 48 yards to NYJ 20, Center-T.Ott. J.Marshall to NYJ 26 for 6 yards (K.Sheppard)."
2016,Pre,45,08/27/2016,4,2112,12:41,NYG 28,3,Punt,NYG,NYJ-NYG,7 - 0,"(12:41) B.Wing punts 61 yards to NYJ 11, Center-Z.DeOssie. J.Ross to NYJ 23 for 12 yards (C.Taylor; Z.DeOssie)."
2016,Pre,45,08/27/2016,4,2346,09:14,NYJ 41,3,Punt,NYJ,NYJ-NYG,7 - 0,"(9:14) L.Edwards punts 46 yards to NYG 13, Center-T.Purdum. B.Rainey to NYG 14 for 1 yard (R.Miles). PENALTY on NYG-T.King, Illegal Block Above the Waist, 7 yards, enforced at NYG 14."
2016,Pre,45,08/27/2016,4,2493,07:32,NYG 7,3,Punt,NYG,NYJ-NYG,7 - 0,"(7:32) B.Wing punts 45 yards to NYJ 48, Center-Z.DeOssie. J.Ross to NYJ 48 for no gain (C.Taylor; J.Adams)."
2016,Pre,45,08/27/2016,4,2721,04:29,NYG 22,3,Punt,NYG,NYJ-NYG,10 - 0,"(4:29) B.Wing punts 53 yards to NYJ 25, Center-Z.DeOssie. J.Ross to NYJ 33 for 8 yards (Z.DeOssie; J.Adams)."
2016,Pre,45,08/27/2016,4,2810,02:49,NYJ 34,3,Punt,NYJ,NYJ-NYG,10 - 0,"(2:49) L.Edwards punts 49 yards to NYG 17, Center-T.Purdum. B.Rainey to NYG 38 for 21 yards (B.Bostick). PENALTY on NYJ-B.Bostick, Face Mask (15 Yards), 15 yards, enforced at NYG 38."
2016,Pre,45,08/27/2016,4,3482,08:12,NYG 23,4,Punt,NYG,NYJ-NYG,17 - 14,"(8:12) B.Wing punts 43 yards to NYJ 34, Center-T.Ott. C.Worthy pushed ob at NYG 14 for 52 yards (J.Adams). New York Giants challenged the runner was in bounds ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1 at 07:56.)"
2016,Pre,45,08/27/2016,4,4505,00:20,NYG 49,4,Punt,NYG,NYJ-NYG,20 - 21,"(:20) B.Wing punts 35 yards to NYJ 16, Center-T.Ott, downed by NYG-T.King."
2016,Pre,46,08/27/2016,4,119,13:06,IND 18,1,Punt,IND,IND-PHI,0 - 0,"(13:06) (Punt formation) P.McAfee punts 62 yards to PHI 20, Center-M.Overton, out of bounds."
2016,Pre,46,08/27/2016,4,681,02:27,IND 40,1,Punt,IND,IND-PHI,3 - 3,"(2:27) (Punt formation) P.McAfee punts 60 yards to end zone, Center-M.Overton, Touchback. PENALTY on IND-M.Overton, Offensive Holding, 10 yards, enforced at IND 40 - No Play."
2016,Pre,46,08/27/2016,4,713,02:17,IND 30,1,Punt,IND,IND-PHI,3 - 3,"(2:17) (Punt formation) P.McAfee punts 33 yards to PHI 37, Center-M.Overton, out of bounds."
2016,Pre,46,08/27/2016,4,1768,00:34,PHI 42,2,Punt,IND,IND-PHI,3 - 17,"(:34) (Punt formation) P.McAfee punts 26 yards to PHI 16, Center-M.Overton, out of bounds."
2016,Pre,46,08/27/2016,4,2576,01:45,PHI 20,3,Punt,PHI,IND-PHI,9 - 24,"(1:45) (Punt formation) D.Jones punt is BLOCKED by J.McNary, Center-J.Dorenbos, RECOVERED by IND-J.Todman at PHI 0. TOUCHDOWN. The Replay Official reviewed the loose ball recovery ruling, and the play was Upheld. The ruling on the field stands."
2016,Pre,46,08/27/2016,4,2943,12:18,IND 27,4,Punt,IND,IND-PHI,10 - 27,"(12:18) P.McAfee punts 56 yards to PHI 17, Center-M.Overton. K.Barner to PHI 42 for 25 yards (D.Southward)."
2016,Pre,46,08/27/2016,4,3428,04:43,PHI 34,4,Punt,PHI,IND-PHI,16 - 33,"(4:43) (Punt formation) D.Jones punts 52 yards to IND 14, Center-J.Dorenbos. C.Rogers pushed ob at IND 48 for 34 yards (D.Jones). PENALTY on IND-D.Anthrop, Illegal Block Above the Waist, 10 yards, enforced at IND 23. Penalty on IND-C.Maggitt, Illegal Blindside Block, declined."
2016,Pre,46,08/27/2016,4,3536,04:13,IND 13,4,Punt,IND,IND-PHI,16 - 33,"(4:13) (Punt formation) P.McAfee punts 48 yards to PHI 39, Center-M.Overton. K.Barner to PHI 47 for 8 yards (L.Hightower)."
2016,Pre,46,08/27/2016,4,3627,02:28,PHI 48,4,Punt,PHI,IND-PHI,16 - 33,"(2:28) D.Jones punts 52 yards to end zone, Center-J.Dorenbos, Touchback."
2016,Pre,47,08/26/2016,4,539,08:13,NO 28,1,Punt,NO,NO-PIT,0 - 7,"(8:13) T.Morstead punts 51 yards to PIT 21, Center-J.Drescher, fair catch by E.Rogers."
2016,Pre,47,08/26/2016,4,950,03:36,NO 40,1,Punt,NO,NO-PIT,0 - 14,"(3:36) T.Morstead punts 57 yards to PIT 3, Center-J.Drescher, downed by NO-K.Crawley. PENALTY on NO-K.Crawley, Illegal Touch Kick, 0 yards, enforced at PIT 20."
2016,Pre,47,08/26/2016,4,1695,07:59,PIT 26,2,Punt,PIT,NO-PIT,7 - 14,"(7:59) J.Berry punts 55 yards to NO 19, Center-G.Warren, out of bounds."
2016,Pre,47,08/26/2016,4,2439,00:20,NO 28,2,Punt,NO,NO-PIT,7 - 21,"(:20) T.Morstead punts 61 yards to PIT 11, Center-J.Drescher. E.Rogers to PIT 27 for 16 yards (K.Crawley)."
2016,Pre,47,08/26/2016,4,2641,11:58,NO 39,3,Punt,NO,NO-PIT,7 - 21,"(11:58) T.Morstead punts 41 yards to PIT 20, Center-J.Drescher. D.Ayers to PIT 25 for 5 yards (T.Steward)."
2016,Pre,47,08/26/2016,4,2773,09:34,PIT 24,3,Punt,PIT,NO-PIT,7 - 21,"(9:34) W.Monday punts 40 yards to NO 36, Center-G.Warren. T.Lewis ran ob at NO 37 for 1 yard."
2016,Pre,47,08/26/2016,4,3875,08:41,PIT 44,4,Punt,PIT,NO-PIT,14 - 24,"(8:41) W.Monday punts 33 yards to NO 23, Center-G.Warren, fair catch by M.Murphy."
2016,Pre,47,08/26/2016,4,3964,07:55,NO 25,4,Punt,NO,NO-PIT,14 - 24,"(7:55) T.Morstead punts 52 yards to PIT 23, Center-J.Drescher. D.Ayers to PIT 26 for 3 yards (C.Manhertz)."
2016,Pre,47,08/26/2016,4,4114,05:04,PIT 34,4,Punt,PIT,NO-PIT,14 - 24,"(5:04) W.Monday punts 34 yards to NO 32, Center-G.Warren, fair catch by T.Lewis."
2016,Pre,48,08/25/2016,4,348,09:22,ATL 46,1,Punt,ATL,MIA-ATL,0 - 0,"(9:22) M.Bosher punts 39 yards to MIA 15, Center-J.Harris, fair catch by J.Grant."
2016,Pre,48,08/25/2016,4,539,06:29,MIA 21,1,Punt,MIA,MIA-ATL,0 - 0,"(6:29) (Punt formation) M.Darr punts 44 yards to ATL 35, Center-J.Denney. E.Weems to ATL 40 for 5 yards (B.McCain; M.Hull)."
2016,Pre,48,08/25/2016,4,1282,10:01,MIA 21,2,Punt,MIA,MIA-ATL,7 - 0,"(10:01) (Punt formation) M.Darr punts 41 yards to ATL 38, Center-J.Denney. E.Weems to ATL 41 for 3 yards (M.Gray)."
2016,Pre,48,08/25/2016,4,1375,08:36,ATL 48,2,Punt,ATL,MIA-ATL,7 - 0,"(8:36) (Punt formation) M.Bosher punts 43 yards to MIA 9, Center-J.Harris. J.Grant to MIA 26 for 17 yards (J.Harris)."
2016,Pre,48,08/25/2016,4,1585,04:08,ATL 45,2,Punt,MIA,MIA-ATL,7 - 0,"(4:08) (Punt formation) M.Darr punts 32 yards to ATL 13, Center-J.Denney, fair catch by E.Weems."
2016,Pre,48,08/25/2016,4,3381,13:22,ATL 42,4,Punt,ATL,MIA-ATL,17 - 6,"(13:22) (Punt formation) M.Bosher punts 43 yards to MIA 15, Center-J.Harris, fair catch by A.Cruz."
2016,Pre,48,08/25/2016,4,3483,11:44,MIA 20,4,Punt,MIA,MIA-ATL,17 - 6,"(11:44) (Punt formation) M.Darr punts 58 yards to ATL 22, Center-R.DiSalvo. J.McKissic to ATL 31 for 9 yards (A.Hendy)."
2016,Pre,48,08/25/2016,4,3913,03:15,ATL 42,4,Punt,MIA,MIA-ATL,17 - 6,"(3:15) (Punt formation) M.Darr punts 34 yards to ATL 8, Center-R.DiSalvo, out of bounds."
2016,Pre,49,08/26/2016,4,997,00:32,CLV 21,1,Punt,CLV,TB-CLV,16 - 3,"(:32) (Punt formation) A.Lee punts 52 yards to TB 27, Center-C.Hughlett. A.Humphries for 73 yards, TOUCHDOWN."
2016,Pre,49,08/26/2016,4,1182,13:27,CLV 27,2,Punt,CLV,TB-CLV,17 - 3,"(13:27) (Punt formation) A.Lee punts 53 yards to TB 20, Center-C.Hughlett. B.Reedy pushed ob at TB 28 for 8 yards (D.Kindred)."
2016,Pre,49,08/26/2016,4,1603,07:15,CLV 35,2,Punt,CLV,TB-CLV,20 - 3,"(7:15) (Punt formation) A.Lee punts 58 yards to TB 7, Center-C.Hughlett. B.Reedy to TB 15 for 8 yards (D.Jennings; T.Carder)."
2016,Pre,49,08/26/2016,4,1906,04:43,CLV 32,2,Punt,CLV,TB-CLV,27 - 3,"(4:43) (Punt formation) A.Lee punts 54 yards to TB 14, Center-C.Hughlett, fair catch by B.Reedy."
2016,Pre,49,08/26/2016,4,2001,03:12,TB 22,2,Punt,TB,TB-CLV,27 - 3,"(3:12) (Punt formation) B.Anger punts 51 yards to CLV 27, Center-A.DePaola. C.Coleman pushed ob at CLV 37 for 10 yards (M.Awe)."
2016,Pre,49,08/26/2016,4,2338,00:47,TB 46,2,Punt,TB,TB-CLV,27 - 10,"(:47) (Punt formation) J.Schum punts 39 yards to CLV 15, Center-A.DePaola. C.Coleman to CLV 15 for no gain (R.Shepard)."
2016,Pre,49,08/26/2016,4,2753,10:57,CLV 44,3,Punt,CLV,TB-CLV,27 - 10,"(10:57) (Punt formation) A.Lee punts 38 yards to TB 18, Center-C.Hughlett, fair catch by B.Reedy."
2016,Pre,49,08/26/2016,4,2869,09:32,TB 10,3,Punt,TB,TB-CLV,27 - 10,"(9:32) (Punt formation) B.Anger punts 55 yards to CLV 35, Center-A.DePaola. T.Gabriel to CLV 39 for 4 yards (L.Rhodes). PENALTY on CLV-T.Watson, Illegal Block Above the Waist, 10 yards, enforced at CLV 39."
2016,Pre,49,08/26/2016,4,3019,06:42,TB 50,3,Punt,CLV,TB-CLV,27 - 10,"(6:42) (Punt formation) A.Lee punts 50 yards to end zone, Center-C.Hughlett, Touchback."
2016,Pre,49,08/26/2016,4,3315,02:55,TB 36,3,Punt,TB,TB-CLV,27 - 13,"(2:55) (Punt formation) J.Schum punts 52 yards to CLV 12, Center-A.DePaola. T.Gabriel to CLV 24 for 12 yards (I.Johnson). PENALTY on CLV-C.Johnson, Illegal Block Above the Waist, 9 yards, enforced at CLV 18."
2016,Pre,49,08/26/2016,4,3503,00:12,CLV 23,3,Punt,CLV,TB-CLV,27 - 13,"(:12) (Punt formation) A.Lee punts 54 yards to TB 23, Center-C.Hughlett. B.Reedy to CLV 34 for 43 yards (M.Johnson)."
